chulNo,hrSex,hrAge,hrWeight,hrWeightVariation,rcType,rcClass,rcDist,rcHrUnit,chaksunT,chaksunY,chaksun_6m,hrOrd1CntT,hrOrd1CntY,hrOrd2CntT,hrOrd2CntY,hrRcCntT,hrRcCntY,hrWgBudam,track,weather,meanTemperature ,minimumTemperature,miTime,maximumTemperature ,maxTime,dailyPrecipitation,maxWindspeed,meanWindspeed,maxWindspeedDirection,jkAge,jkWgOther,jkWgPart,jkRcCntT,jkOrd1CntT,jkOrd2CntT,jkRcCntY,jkOrd1CntY,jkOrd2CntY,trAge,trRcCntT,trOrd1CntT,trOrd2CntT,trRcCntY,trOrd1CntY,trOrd2CntY,rcResult
7,stallion,3,455,5,general,KG5,1000,12,21400000,21400000,16150000,1,1,1,1,7,7,53.5,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,51,51,1380,96,101,496,28,35,60,"8,557",872,868,247,24,20,fail
8,mare,3,437,2,general,KG5,1000,12,23350000,23350000,4000000,1,1,0,0,10,10,51,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,30,51,51,1200,95,77,50,2,1,48,891,60,64,178,8,9,fail
9,mare,2,453,7,general,KG5,1000,12,30400000,30400000,30400000,1,1,1,1,4,4,54,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,29,52,52,2409,181,180,577,54,50,53,"3,278",267,289,178,24,22,pass
10,mare,2,454,1,general,KG5,1000,12,14750000,14750000,14750000,1,1,0,0,5,5,51,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,25,49,49,829,40,72,373,25,35,49,344,35,23,191,20,10,pass
11,mare,2,479,4,general,KG5,1000,12,33700000,33700000,33700000,1,1,1,1,4,4,53,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,35,53,53,6010,1208,911,608,155,128,38,601,32,40,250,14,19,fail
12,stallion,3,473,18,general,KG5,1000,12,22450000,22450000,18250000,1,1,0,0,13,9,53,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,52,52,154,16,16,154,16,16,35,974,159,86,261,47,28,fail
1,gelding,4,453,5,general,KG3,1000,10,130600000,112900000,80100000,4,3,1,1,14,10,53.5,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,26,52,52,2112,290,276,640,86,92,38,601,32,40,250,14,19,fail
2,mare,4,448,0,general,KG3,1000,10,103304000,31570000,2800000,1,0,2,1,27,12,52,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,41,51,51,5102,376,455,134,10,10,56,"10,188",786,904,361,9,20,fail
3,stallion,3,514,8,general,KG3,1000,10,131170000,74850000,74850000,4,2,2,0,10,5,55.5,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,52,52,154,16,16,154,16,16,60,"8,557",872,868,247,24,20,fail
4,gelding,4,487,9,general,KG3,1000,10,79750000,79750000,79750000,2,2,1,1,6,6,52,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,23,51,52,896,120,107,375,49,38,60,"8,588",746,792,310,37,31,pass
5,stallion,5,486,4,general,KG3,1000,10,124832000,12600000,12600000,3,0,4,0,18,10,56,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,32,52,52,2679,236,244,381,32,37,45,"1,012",125,100,285,32,26,fail
6,stallion,3,487,11,general,KG3,1000,10,121550000,105050000,43400000,2,1,5,5,11,10,54.5,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,29,52,52,2409,181,180,577,54,50,47,"4,082",268,345,215,12,14,pass
7,stallion,4,498,10,general,KG3,1000,10,141650000,91200000,0,4,2,2,2,17,10,57,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,41,53,53,3106,252,263,120,10,8,50,"2,038",149,142,147,3,6,fail
8,stallion,5,508,1,general,KG3,1000,10,116800000,41580000,33600000,2,0,2,0,34,12,53,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,40,52,52,4136,231,274,170,2,7,60,"8,588",746,792,310,37,31,pass
9,stallion,4,503,4,general,KG3,1000,10,121600000,70200000,60500000,4,2,1,0,17,8,51,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,49,51,51,13046,1971,1794,672,77,63,56,"2,026",134,169,216,9,15,fail
10,stallion,6,488,-1,general,KG3,1000,10,74484000,3780000,0,1,0,2,0,28,3,51,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,25,49,49,35,2,0,35,2,0,49,"2,596",212,213,268,19,13,fail
1,gelding,4,482,12,general,KG5,1700,12,30750000,29550000,5600000,1,1,0,0,17,11,54,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,26,52,52,2112,290,276,640,86,92,63,"8,620",1147,986,180,16,19,fail
2,gelding,5,468,2,general,KG5,1700,12,29150000,24950000,20250000,1,1,0,0,19,14,54.5,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,34,53,53,234,33,19,234,33,19,52,"1,515",123,128,195,10,9,fail
3,gelding,3,456,12,general,KG5,1700,12,23400000,4800000,3200000,0,0,2,0,16,11,52,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,52,52,1383,82,118,263,12,20,61,"8,033",716,825,183,11,17,fail
4,gelding,3,458,8,general,KG5,1700,12,13950000,13950000,4500000,0,0,1,1,12,12,52,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,32,52,52,2679,236,244,381,32,37,45,"1,012",125,100,285,32,26,fail
5,gelding,4,437,-3,general,KG5,1700,12,33100000,27100000,2400000,1,1,0,0,19,11,52,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,22,49,49,107,14,8,107,14,8,37,690,59,79,272,24,42,pass
6,stallion,3,470,13,general,KG5,1700,12,27980000,27980000,0,1,1,1,1,5,4,56,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,35,53,53,2370,167,198,215,20,21,58,"7,026",648,715,231,25,26,fail
7,mare,3,482,13,general,KG5,1700,12,43300000,43300000,38050000,1,1,3,3,10,9,56.5,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,35,53,53,6010,1208,911,608,155,128,52,960,101,78,210,20,17,pass
8,stallion,3,525,6,general,KG5,1700,12,8000000,8000000,8000000,0,0,0,0,5,5,55,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,49,51,51,13046,1971,1794,672,77,63,52,"1,786",187,142,286,24,25,fail
9,mare,3,472,2,general,KG5,1700,12,20950000,20950000,20950000,1,1,0,0,4,4,52.5,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,40,53,53,2254,251,249,309,45,37,52,885,83,97,198,29,22,fail
10,mare,5,449,12,general,KG5,1700,12,34106000,6400000,1600000,0,0,0,0,34,9,51,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,27,51,51,2269,166,175,541,45,35,56,"7,420",687,698,238,20,23,fail
11,mare,3,456,-5,general,KG5,1700,12,22550000,17150000,5600000,0,0,2,2,6,4,51,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,22,49,49,94,6,3,94,6,3,60,"9,669",868,938,282,26,26,pass
12,stallion,3,483,6,general,KG5,1700,12,33350000,27050000,14000000,0,0,3,2,12,10,55.5,bad,fine,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,52,52,154,16,16,154,16,16,49,"2,902",213,246,257,21,20,fail
2,mare,6,463,12,Deasang,K_open,1400,16,288259000,38480000,32600000,3,0,9,0,41,10,56,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,27,51,51,2269,166,175,541,45,35,56,"7,420",687,698,238,20,23,fail
5,mare,6,460,-3,Deasang,K_open,1400,16,403906000,58450000,36400000,5,0,3,1,36,9,56,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,35,53,53,6010,1208,911,608,155,128,47,"4,082",268,345,215,12,14,fail
6,mare,4,500,3,Deasang,K_open,1400,16,108660000,32620000,15400000,3,0,0,0,17,8,56,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,22,49,49,94,6,3,94,6,3,49,"2,902",213,246,257,21,20,fail
7,mare,3,479,1,Deasang,K_open,1400,16,174250000,157750000,53200000,4,3,3,3,9,8,55,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,37,53,53,4741,594,583,374,57,56,40,752,69,66,280,27,21,fail
9,mare,3,462,-1,Deasang,K_open,1400,16,362490000,334350000,99500000,6,6,5,1,12,8,55,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,26,52,52,2112,290,276,640,86,92,40,752,69,66,280,27,21,pass
11,mare,4,437,2,Deasang,K_open,1400,16,338840000,127450000,0,5,1,3,2,17,6,56,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,27,52,53,1812,146,169,351,42,42,55,"5,803",708,659,372,49,37,fail
13,mare,5,508,1,Deasang,K_open,1400,16,519718000,106100000,31100000,5,0,6,2,22,7,56,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,40,53,53,2254,251,249,309,45,37,52,"3,135",322,305,249,24,26,pass
14,mare,4,463,-3,Deasang,K_open,1400,16,79550000,77750000,55950000,2,2,3,3,12,10,56,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,49,49,501,39,48,390,29,40,37,690,59,79,272,24,42,fail
16,mare,5,420,-2,Deasang,K_open,1400,16,4400000,4400000,0,0,0,0,0,6,6,56,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,22,49,49,107,14,8,107,14,8,37,690,59,79,272,24,42,fail
1,stallion,3,518,9,general,MG3,1800,14,66600000,64600000,23800000,1,1,1,1,11,10,56,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,34,53,53,234,33,19,234,33,19,44,404,45,35,222,27,17,fail
2,mare,5,469,-13,general,MG3,1800,14,101826000,2800000,2800000,2,0,1,0,20,5,52,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,23,51,52,896,120,107,375,49,38,47,"2,699",309,281,424,45,52,fail
3,mare,3,463,6,general,MG3,1800,14,92370000,81550000,48450000,1,1,2,2,12,9,54,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,40,53,53,2254,251,249,309,45,37,52,885,83,97,198,29,22,fail
4,mare,4,490,8,general,MG3,1800,14,57200000,18620000,4200000,0,0,3,0,18,10,52,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,41,51,51,5102,376,455,134,10,10,52,"2,200",196,175,218,12,10,fail
5,stallion,3,480,8,general,MG3,1800,14,54350000,54350000,54350000,1,1,0,0,17,13,51,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,49,51,51,13046,1971,1794,672,77,63,56,"3,322",254,261,342,15,15,pass
6,stallion,2,519,8,general,MG3,1800,14,80300000,80300000,80300000,2,2,1,1,5,5,56,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,35,53,53,6010,1208,911,608,155,128,50,"2,909",263,312,355,40,50,fail
7,gelding,3,441,5,general,MG3,1800,14,19250000,19250000,19250000,0,0,1,1,11,10,52,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,24,52,52,1039,74,61,382,19,26,60,"6,559",524,571,178,8,10,fail
8,stallion,4,482,12,general,MG3,1800,14,62360000,8400000,4200000,0,0,2,0,20,7,55.5,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,37,52,52,2944,111,134,159,1,2,56,"3,322",254,261,342,15,15,fail
9,mare,4,458,-4,general,MG3,1800,14,71280000,4200000,4200000,1,0,1,0,18,10,52,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,52,52,154,16,16,154,16,16,52,960,101,78,210,20,17,fail
10,mare,3,483,-1,general,MG3,1800,14,65000000,7000000,7000000,2,0,0,0,13,10,51.5,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,25,49,49,829,40,72,373,25,35,52,"1,786",187,142,286,24,25,fail
11,stallion,3,461,4,general,MG3,1800,14,61950000,54950000,35250000,1,1,1,1,9,8,52,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,51,51,1380,96,101,496,28,35,50,"1,353",158,145,295,46,43,fail
12,mare,3,426,-4,general,MG3,1800,14,71650000,71650000,62450000,1,1,1,1,8,8,53,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,27,51,51,2269,166,175,541,45,35,51,"1,123",88,97,144,13,12,pass
13,gelding,3,546,11,general,MG3,1800,14,67100000,67100000,63800000,2,2,0,0,6,6,55,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,27,52,53,1812,146,169,351,42,42,55,"5,803",708,659,372,49,37,pass
14,stallion,4,529,-10,general,MG3,1800,14,55550000,0,0,2,0,0,0,15,5,54,bad,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,27,54,54,1,0,0,1,0,0,35,974,159,86,261,47,28,fail
1,gelding,4,541,-4,general,G2,1000,11,214030000,97000000,76500000,3,0,6,3,21,12,55.5,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,32,52,52,2679,236,244,381,32,37,50,493,82,59,210,34,20,fail
2,gelding,3,498,5,general,G2,1000,11,188350000,171850000,85500000,5,4,1,1,10,8,55.5,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,35,53,53,6010,1208,911,608,155,128,55,"5,079",379,419,206,5,19,fail
3,gelding,4,460,-2,general,G2,1000,11,98460000,0,0,3,0,0,0,9,2,55.5,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,23,51,52,896,120,107,375,49,38,60,"8,588",746,792,310,37,31,fail
4,mare,5,475,-7,general,G2,1000,11,212631000,99120000,19800000,3,1,5,2,29,10,54,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,26,52,52,2112,290,276,640,86,92,50,"2,909",263,312,355,40,50,fail
5,gelding,5,499,3,general,G2,1000,11,150256000,3160000,0,2,0,3,0,32,8,52,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,49,49,501,39,48,390,29,40,53,"3,278",267,289,178,24,22,fail
6,stallion,2,523,-2,general,G2,1000,11,60500000,60500000,60500000,2,2,0,0,2,2,51,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,30,51,51,1200,95,77,50,2,1,46,"1,663",149,162,443,46,36,pass
8,stallion,3,472,-3,general,G2,1000,11,108650000,108650000,53200000,2,2,3,3,7,7,54.5,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,34,53,53,234,33,19,234,33,19,35,974,159,86,261,47,28,fail
9,mare,4,475,-1,general,G2,1000,11,141810000,80370000,49500000,2,1,2,1,21,9,55,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,52,52,1383,82,118,263,12,20,60,"9,669",868,938,282,26,26,fail
10,stallion,3,528,13,general,G2,1000,11,129340000,80490000,38500000,4,2,1,1,10,7,52,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,40,53,53,2254,251,249,309,45,37,52,885,83,97,198,29,22,pass
11,mare,4,448,-4,general,G2,1000,11,0,0,0,0,0,0,0,1,1,54,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,49,51,51,13046,1971,1794,672,77,63,51,"3,635",335,334,195,12,20,fail
1,stallion,3,477,16,general,KG4,1400,12,51000000,51000000,38400000,1,1,3,3,15,12,52,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,52,52,154,16,16,154,16,16,54,"4,314",356,384,274,13,19,fail
2,mare,4,464,-1,general,KG4,1400,12,63800000,19300000,5500000,1,0,2,1,21,10,52,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,41,52,52,1555,64,78,82,1,6,55,"5,079",379,419,206,5,19,fail
3,mare,3,441,5,general,KG4,1400,12,76100000,76100000,54550000,2,2,1,1,11,11,52,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,27,51,51,2269,166,175,541,45,35,56,"7,420",687,698,238,20,23,fail
4,mare,3,464,-5,general,KG4,1400,12,87050000,85250000,48400000,3,3,1,1,8,7,56,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,29,52,52,2409,181,180,577,54,50,52,"2,200",196,175,218,12,10,pass
5,mare,5,460,7,general,KG4,1400,12,71200000,21700000,2200000,2,0,1,0,27,11,52,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,23,51,52,896,120,107,375,49,38,58,"3,625",250,304,348,25,24,fail
6,mare,4,466,-1,general,KG4,1400,12,77100000,11000000,11000000,2,0,1,0,22,8,53,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,25,49,49,35,2,0,35,2,0,47,"2,699",309,281,424,45,52,fail
7,mare,3,478,5,general,KG4,1400,12,100850000,100850000,60650000,3,3,3,3,7,7,57,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,37,53,53,4741,594,583,374,57,56,50,"1,353",158,145,295,46,43,pass
8,stallion,4,511,-5,general,KG4,1400,12,64420000,40720000,2200000,2,1,1,1,13,8,56,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,49,51,51,13046,1971,1794,672,77,63,63,"8,620",1147,986,180,16,19,fail
9,gelding,4,472,-1,general,KG4,1400,12,49850000,7000000,0,2,0,0,0,6,2,55,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,24,52,52,1039,74,61,382,19,26,52,"3,135",322,305,249,24,26,fail
10,gelding,3,512,-19,general,KG4,1400,12,72700000,52000000,0,2,1,2,2,9,5,54.5,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,27,52,53,1812,146,169,351,42,42,55,"5,803",708,659,372,49,37,fail
11,stallion,3,472,-1,general,KG4,1400,12,87000000,87000000,63050000,3,3,2,2,12,12,51.5,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,26,52,52,2112,290,276,640,86,92,54,"3,627",321,339,277,25,24,fail
12,mare,4,454,7,general,KG4,1400,12,64900000,26950000,26950000,0,0,4,1,22,11,51,Saturation,cloudy,13.5,9.8,711,18.7,1134,0,5.4,0.8,300.9,28,51,51,1380,96,101,496,28,35,55,"2,053",215,183,229,8,20,pass
1,mare,2,483,6,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,50,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,25,49,49,42,2,0,42,2,0,55,"5,079",379,419,206,5,19,fail
2,stallion,2,507,-10,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,28,52,52,170,17,18,170,17,18,46,"1,663",149,162,443,46,36,fail
3,mare,2,460,-2,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,53,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,49,51,51,13058,1971,1795,677,76,63,59,"7,887",691,697,157,8,8,fail
4,mare,2,496,8,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,53,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,34,53,53,243,36,19,243,36,19,52,"2,200",196,175,218,12,10,fail
5,mare,2,445,-3,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,53,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,40,52,52,4138,231,274,167,2,7,56,"10,188",786,904,361,9,20,pass
6,mare,2,462,-9,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,53,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,29,52,52,2421,184,180,571,54,48,47,"4,082",268,345,215,12,14,fail
7,stallion,2,490,-1,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,37,53,53,4746,594,585,374,54,58,49,"3,896",293,303,167,7,6,fail
8,stallion,2,469,-12,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,35,53,53,2375,168,198,220,21,21,58,"7,026",648,715,231,25,26,pass
9,mare,2,406,-2,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,52,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,28,49,49,508,39,48,387,28,38,37,690,59,79,272,24,42,pass
10,stallion,2,466,5,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,27,51,51,2275,166,176,547,45,36,60,"6,559",524,571,178,8,10,fail
11,mare,2,484,-24,general,KG6,1000,11,0,0,0,0,0,0,0,0,0,53,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,32,52,52,2685,236,244,377,29,36,61,"8,033",716,825,183,11,17,fail
1,stallion,2,451,1,general,KG6,1200,14,14950000,14950000,14950000,0,0,1,1,3,3,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,35,53,53,2375,168,198,220,21,21,58,"7,026",648,715,231,25,26,fail
2,stallion,2,477,2,general,KG6,1200,14,3500000,3500000,3500000,0,0,0,0,2,2,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,35,53,53,6026,1209,916,607,153,131,52,"2,200",196,175,218,12,10,pass
3,stallion,2,444,3,general,KG6,1200,14,0,0,0,0,0,0,0,1,1,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,28,52,52,170,17,18,170,17,18,49,"2,596",212,213,268,19,13,fail
4,stallion,2,476,3,general,KG6,1200,14,0,0,0,0,0,0,0,2,2,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,35,49,49,442,54,35,165,20,13,48,"1,957",183,175,224,21,15,fail
5,stallion,2,451,9,general,KG6,1200,14,1000000,1000000,1000000,0,0,0,0,3,3,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,46,52,52,4180,351,343,94,6,4,54,"3,741",421,382,148,10,16,fail
6,gelding,2,542,4,general,KG6,1200,14,0,0,0,0,0,0,0,2,2,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,27,52,53,1819,147,170,348,42,40,55,"5,803",708,659,372,49,37,fail
7,stallion,2,496,3,general,KG6,1200,14,5250000,5250000,5250000,0,0,1,1,2,2,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,26,52,52,2128,290,276,652,86,91,47,"2,699",309,281,424,45,52,pass
8,mare,2,454,-14,general,KG6,1200,14,0,0,0,0,0,0,0,2,2,53,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,49,51,51,13058,1971,1795,677,76,63,54,"3,627",321,339,277,25,24,fail
9,stallion,2,452,-1,general,KG6,1200,14,1500000,1500000,1500000,0,0,0,0,2,2,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,28,51,51,1392,98,101,504,30,35,55,"2,053",215,183,229,8,20,fail
10,stallion,2,510,-4,general,KG6,1200,14,0,0,0,0,0,0,0,1,1,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,32,52,52,2685,236,244,377,29,36,51,"3,635",335,334,195,12,20,pass
11,stallion,2,480,3,general,KG6,1200,14,1600000,1600000,1600000,0,0,0,0,3,3,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,34,53,53,243,36,19,243,36,19,50,"2,909",263,312,355,40,50,fail
12,stallion,2,455,3,general,KG6,1200,14,11200000,11200000,11200000,0,0,0,0,5,5,51,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,24,50,50,79,1,6,79,1,6,52,"1,786",187,142,286,24,25,fail
13,stallion,2,430,11,general,KG6,1200,14,0,0,0,0,0,0,0,1,1,51,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,29,51,51,16,0,3,16,0,3,60,"6,559",524,571,178,8,10,fail
14,stallion,2,463,0,general,KG6,1200,14,2200000,2200000,2200000,0,0,0,0,1,1,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,25,49,49,835,40,72,369,25,35,53,"3,278",267,289,178,24,22,fail
1,mare,3,442,-3,general,KG6,1200,14,0,0,0,0,0,0,0,4,4,53,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,29,52,52,2421,184,180,571,54,48,47,"4,082",268,345,215,12,14,fail
2,mare,3,490,4,general,KG6,1200,14,2200000,2200000,1000000,0,0,0,0,11,10,50,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,22,49,49,114,15,8,114,15,8,46,"1,663",149,162,443,46,36,pass
3,mare,2,478,-9,general,KG6,1200,14,0,0,0,0,0,0,0,2,2,50,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,25,49,49,42,2,0,42,2,0,49,"2,596",212,213,268,19,13,fail
4,mare,3,441,-2,general,KG6,1200,14,11400000,4200000,0,0,0,0,0,13,9,53,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,41,51,51,5106,376,455,130,9,9,38,601,32,40,250,14,19,fail
5,stallion,2,482,-1,general,KG6,1200,14,0,0,0,0,0,0,0,1,1,54,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,35,53,53,2375,168,198,220,21,21,58,"7,026",648,715,231,25,26,fail
6,stallion,2,478,16,general,KG6,1200,14,0,0,0,0,0,0,0,2,2,54,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,35,49,49,442,54,35,165,20,13,49,344,35,23,191,20,10,pass
7,mare,3,464,2,general,KG6,1200,14,6000000,4200000,0,0,0,0,0,8,6,53,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,38,52,52,2136,77,123,113,3,3,49,"3,896",293,303,167,7,6,fail
8,stallion,3,508,4,general,KG6,1200,14,0,0,0,0,0,0,0,3,3,55,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,34,53,53,243,36,19,243,36,19,48,"1,957",183,175,224,21,15,fail
9,stallion,2,453,1,general,KG6,1200,14,0,0,0,0,0,0,0,2,2,54,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,23,51,52,912,123,108,380,52,37,59,"7,887",691,697,157,8,8,fail
10,gelding,2,444,4,general,KG6,1200,14,0,0,0,0,0,0,0,1,1,50,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,24,50,50,79,1,6,79,1,6,52,"1,786",187,142,286,24,25,fail
11,stallion,3,484,4,general,KG6,1200,14,1500000,1500000,1500000,0,0,0,0,3,3,51,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,29,51,51,16,0,3,16,0,3,57,"5,080",681,562,286,36,41,fail
12,mare,3,464,-6,general,KG6,1200,14,10350000,10350000,0,0,0,1,1,7,7,53,moisture,fine,8,3.4,551,14.8,1403,0,4.7,0.8,343.1,27,51,51,1022,47,51,30,0,2,40,752,69,66,280,27,21,fail
